ID DEPATAMENTO,DEPARTAMENTO,ID MUNICIPIO,MUNICIPIO,ID LOCALIDAD,LOCALIDAD,AÑO SERVICIO,MES SERVICIO,ENERGÍA ACTIVA,ENERGÍA REACTIVA,POTENCIA MÁXIMA,DÍA DE DEMANDA MÁXIMA,FECHA DE DEMANDA MÁXIMA,PROMEDIO DIARIO EN HORAS
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835055,BOCAS DE CURAY (SAN ANDRÉS DE TUMACO - NARIÑO),2023,12,8920,3167,52.8,Sábado,12/16/2023 07:00:00 PM,7.23
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835217,SAN JUAN DE LA COSTA (SAN ANDRÉS DE TUMACO - NARIÑO),2023,12,21091,8106,105.6,Martes,12/26/2023 07:15:00 PM,8.46
52,NARIÑO,52696,SANTA BÁRBARA,52696014,LA ENSENADA (SANTA BÁRBARA - NARIÑO),2023,12,3894,4487,22.08,Lunes,12/18/2023 05:45:00 PM,6.5
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109957,HUMANES MAR (BUENAVENTURA - VALLE DEL CAUCA),2023,12,6089,1628,28.71,Viernes,12/22/2023 10:45:00 AM,11.16
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA),2023,12,96818,36328,213.49,Viernes,12/01/2023 07:30:00 PM,21.49
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA),2023,12,6578,3292,33.18,Sábado,12/23/2023 12:30:00 PM,8.09
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109034,SAN ISIDRO - CALIMA (BUENAVENTURA - VALLE DEL CAUCA),2023,12,1111,343,11.18,Domingo,12/31/2023 08:15:00 PM,4.4
97,VAUPÉS,97161,CARURÚ,97161000,CARURÚ (CARURÚ - VAUPÉS),2023,12,22348,7080,91.61,Lunes,12/04/2023 06:15:00 PM,10.39
97,VAUPÉS,97001,MITÚ,97001000,MITÚ (MITÚ - VAUPÉS),2023,12,1465714,373389,3069.94,Miércoles,12/20/2023 12:00:00 PM,23.54
97,VAUPÉS,97666,TARAIRA,97666000,TARAIRA (TARAIRA - VAUPÉS),2023,12,34421,10138,123.02,Viernes,12/01/2023 01:15:00 PM,11.2
99,VICHADA,99001,PUERTO CARREÑO,99001000,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2023,12,2874441,848376,5111.04,Miércoles,12/20/2023 02:30:00 PM,23.57
91,AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2023,12,4078624,1067413,8281.79,Miércoles,12/20/2023 03:15:00 PM,24
91,AMAZONAS,91798,TARAPACA (ANM),91798000,TARAPACA (TARAPACA (ANM) - AMAZONAS),2023,11,27058,12193,103.43,Jueves,11/02/2023 02:45:00 PM,10.1
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873013,LOMA MURRI (VIGÍA DEL FUERTE - ANTIOQUIA),2023,11,4113,1393,27.83,Lunes,11/27/2023 05:15:00 PM,19.33
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873002,VEGAEZ (VIGÍA DEL FUERTE - ANTIOQUIA),2023,11,3347,853,69.6,Martes,11/28/2023 09:15:00 PM,3.35
88,ARCHIPIÉLAGO DE SAN ANDRÉS y PROVIDENCIA,88564,PROVIDENCIA,88564000,PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS y PROVIDENCIA ),2023,11,1193279,253729,2098.58,Viernes,11/10/2023 11:00:00 PM,23.59
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001007,ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR),2023,11,65704,31174,242.02,Domingo,11/12/2023 02:00:00 AM,11.5
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001037,ISLA MUCURA (CARTAGENA DE INDIAS - BOLÍVAR),2023,11,6626,2557,27.46,Martes,11/28/2023 11:00:00 PM,11.33
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001017,SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR),2023,11,448,133,40.35,Sábado,11/11/2023 10:45:00 PM,0.31
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN (CARTAGENA DEL CHAIRA - CAQUETÁ),2023,11,18814,7987,99.18,Sábado,11/11/2023 06:15:00 PM,8.01
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRA,18150002,SANTA FE DEL CAGUAN (CARTAGENA DEL CHAIRA - CAQUETÁ),2023,11,4326,2041,41.24,Jueves,11/09/2023 06:15:00 PM,4.23
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753002,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2023,11,12538,5007,36.84,Viernes,11/17/2023 06:30:00 PM,17.16
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753009,PUERTO BETANIA (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2023,11,0,0,0,Miércoles,11/01/2023 12:00:00 AM,0
19,CAUCA,19318,GUAPI,19318008,LIMONES (GUAPI - CAUCA),2023,11,8474,3841,63.8,Domingo,11/19/2023 06:00:00 PM,8.59
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUI (GUAPI - CAUCA),2023,11,7662,4213,52.71,Miércoles,11/08/2023 07:15:00 PM,5.58
19,CAUCA,19418,LÓPEZ DE MICAY,19418038,ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA),2023,11,3076,1482,28.19,Lunes,11/13/2023 07:30:00 PM,4.54
19,CAUCA,19418,LÓPEZ DE MICAY,19418009,NOANAMITO (LÓPEZ DE MICAY - CAUCA),2023,11,6616,2445,36,Domingo,11/19/2023 08:00:00 PM,8.41
19,CAUCA,19418,LÓPEZ DE MICAY,19418011,RIO MAYA - DOS QUEBRADAS (LÓPEZ DE MICAY - CAUCA),2023,11,2213,801,28.03,Sábado,11/11/2023 07:00:00 PM,3.19
19,CAUCA,19418,LÓPEZ DE MICAY,19418012,SAN ANTONIO DE CHUARE (LÓPEZ DE MICAY - CAUCA),2023,11,4393,1125,48.48,Miércoles,11/22/2023 07:00:00 PM,4.1
19,CAUCA,19418,LÓPEZ DE MICAY,19418015,SAN ISIDRO (LÓPEZ DE MICAY - CAUCA),2023,11,976,561,7.52,Jueves,11/02/2023 06:15:00 PM,5.42
19,CAUCA,19418,LÓPEZ DE MICAY,19418019,ZARAGOZA (LÓPEZ DE MICAY - CAUCA),2023,11,10757,3840,47.52,Jueves,11/02/2023 10:15:00 AM,9.1
19,CAUCA,19809,TIMBIQUÍ,19809014,CHACON (TIMBIQUÍ - CAUCA),2023,11,3756,1053,24.96,Sábado,11/25/2023 07:30:00 PM,6.22
19,CAUCA,19809,TIMBIQUÍ,19809010,COMUNIDAD DE CHETE (TIMBIQUÍ - CAUCA),2023,11,5170,2038,29.15,Lunes,11/13/2023 06:45:00 AM,7.23
19,CAUCA,19809,TIMBIQUÍ,19809003,COTEJE (TIMBIQUÍ - CAUCA),2023,11,5854,4181,30.36,Martes,11/07/2023 07:45:00 PM,7.39
19,CAUCA,19809,TIMBIQUÍ,19809026,LOS BRAZOS (TIMBIQUÍ - CAUCA),2023,11,5402,2500,40.2,Viernes,11/17/2023 06:45:00 PM,5.55
19,CAUCA,19809,TIMBIQUÍ,19809023,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2023,11,34122,11594,174.94,Miércoles,11/01/2023 06:15:00 PM,7.46
19,CAUCA,19809,TIMBIQUÍ,19809007,SAN JOSE (TIMBIQUÍ - CAUCA),2023,11,5485,3821,35.45,Sábado,11/18/2023 07:45:00 PM,6.15
19,CAUCA,19809,TIMBIQUÍ,19809009,SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA),2023,11,2240,649,21.17,Viernes,11/24/2023 07:30:00 PM,4.25
27,CHOCÓ,27006,ACANDÍ,27006000,ACANDÍ (ACANDÍ - CHOCÓ),2023,11,702876,211893,1585.76,Jueves,11/09/2023 09:15:00 PM,19.13
27,CHOCÓ,27006,ACANDÍ,27006007,SAN FRANCISCO (ACANDÍ - CHOCÓ),2023,11,12717,5851,77.33,Lunes,11/27/2023 07:00:00 PM,7.11
27,CHOCÓ,27025,ALTO BAUDO,27025000,CIUDAD BAUDO - PIE DE PATO (ALTO BAUDO - CHOCÓ),2023,11,52084,18344,119.94,Lunes,11/06/2023 12:15:00 PM,24
27,CHOCÓ,27075,BAHÍA SOLANO,27075000,CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ),2023,11,541813,224723,1196.36,Sábado,11/11/2023 05:45:00 PM,22.15
27,CHOCÓ,27075,BAHÍA SOLANO,27075001,CUPICA (BAHÍA SOLANO - CHOCÓ),2023,11,67004,22980,164.11,Martes,11/14/2023 07:15:00 PM,23.48
27,CHOCÓ,27075,BAHÍA SOLANO,27075002,EL VALLE (BAHÍA SOLANO - CHOCÓ),2023,11,178852,67562,349.01,Sábado,11/04/2023 06:45:00 PM,23.52
27,CHOCÓ,27077,BAJO BAUDÓ,27077008,ORPUA (BAJO BAUDÓ - CHOCÓ),2023,11,1020,486,6.76,Lunes,11/27/2023 06:45:00 PM,8.24
27,CHOCÓ,27077,BAJO BAUDÓ,27077000,PIZARRO (BAJO BAUDÓ - CHOCÓ),2023,11,217027,91761,477.31,Viernes,11/10/2023 07:00:00 PM,21.29
27,CHOCÓ,27077,BAJO BAUDÓ,27077016,SIVIRU (BAJO BAUDÓ - CHOCÓ),2023,11,8376,3068,45.26,Jueves,11/09/2023 06:30:00 PM,9.28
27,CHOCÓ,27099,BOJAYÁ,27099005,NAPIPI (BOJAYÁ - CHOCÓ),2023,11,12335,4182,60.8,Miércoles,11/01/2023 06:45:00 PM,8.1
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,27250000,SANTA GENOVEVA DE DOCORDO (EL LITORAL DEL SAN JUAN - CHOCÓ),2023,11,86797,46316,219.12,Viernes,11/03/2023 12:15:00 PM,17.52
27,CHOCÓ,27372,JURADO,27372000,JURADO (JURADO - CHOCÓ),2023,11,172225,61251,351.68,Martes,11/28/2023 06:45:00 PM,23.03
27,CHOCÓ,27425,MEDIO ATRATO,27425000,BETE (MEDIO ATRATO - CHOCÓ),2023,11,14381,8997,52,Miércoles,11/01/2023 10:30:00 AM,12.16
27,CHOCÓ,27425,MEDIO ATRATO,27425008,SAN ROQUE (MEDIO ATRATO - CHOCÓ),2023,11,264,110,17.52,Jueves,11/02/2023 06:45:00 PM,0.39
27,CHOCÓ,27495,NUQUÍ,27495011,COMUNIDAD DE PUERTO JAGUA (NUQUÍ - CHOCÓ),2023,11,940,429,6.07,Martes,11/14/2023 06:00:00 PM,7.55
27,CHOCÓ,27001,QUIBDÓ,27001029,TAGACHI (QUIBDÓ - CHOCÓ),2023,11,4894,1950,47.45,Domingo,11/26/2023 07:30:00 PM,4.41
27,CHOCÓ,27800,UNGUÍA,27800001,BALBOA (UNGUÍA - CHOCÓ),2023,11,24207,9073,95.61,Viernes,11/10/2023 07:30:00 PM,10.54
27,CHOCÓ,27800,UNGUÍA,27800005,TITUMATE (UNGUÍA - CHOCÓ),2023,11,15589,3690,93.02,Sábado,11/04/2023 08:15:00 PM,7.47
27,CHOCÓ,27800,UNGUÍA,27800000,UNGUÍA (UNGUÍA - CHOCÓ),2023,11,433260,142208,1162.13,Jueves,11/09/2023 06:30:00 PM,20.51
94,GUAINÍA,94343,BARRANCO MINAS,94343000,BARRANCO MINAS (BARRANCO MINAS - GUAINÍA),2023,11,82494,23342,217.16,Miércoles,11/22/2023 06:15:00 PM,16.18
94,GUAINÍA,94001,INÍRIDA,94001000,INÍRIDA (INÍRIDA - GUAINÍA),2023,11,2281426,672727,4440.48,Lunes,11/20/2023 03:00:00 PM,24
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES (MIRAFLORES - GUAVIARE),2023,11,87077,27213,216.92,Sábado,11/18/2023 06:00:00 PM,17.55
47,MAGDALENA,47189,CIÉNAGA,47189018,PALMOR (CIÉNAGA - MAGDALENA),2023,11,108300,47181,212.74,Sábado,11/11/2023 06:15:00 PM,23.02
50,META,50325,MAPIRIPAN,50325000,MAPIRIPAN (MAPIRIPAN - META),2023,11,187623,65602,378.84,Miércoles,11/22/2023 06:00:00 PM,23.59
52,NARIÑO,52250,EL CHARCO,52250016,ALTERON - URIBE URIBE (EL CHARCO - NARIÑO),2023,11,190,116,8.76,Miércoles,11/01/2023 06:30:00 PM,0.58
52,NARIÑO,52250,EL CHARCO,52250023,BAZAN (EL CHARCO - NARIÑO),2023,11,11082,4658,100.8,Miércoles,11/01/2023 06:30:00 PM,4.36
52,NARIÑO,52250,EL CHARCO,52250003,BOLIVAR - SAN PEDRO (EL CHARCO - NARIÑO),2023,11,1364,1346,24.45,Jueves,11/02/2023 07:45:00 PM,3.3
52,NARIÑO,52250,EL CHARCO,52250022,EL CUIL PUEBLO NUEVO (EL CHARCO - NARIÑO),2023,11,5848,2600,30.07,Lunes,11/20/2023 07:00:00 PM,7.41
52,NARIÑO,52250,EL CHARCO,52250005,LAS MERCEDES (EL CHARCO - NARIÑO),2023,11,1312,532,9.34,Martes,11/28/2023 07:00:00 PM,6.08
52,NARIÑO,52250,EL CHARCO,52250007,SAN JOSE DEL TAPAJE (EL CHARCO - NARIÑO),2023,11,9098,2412,64,Miércoles,11/29/2023 06:45:00 PM,6.39
52,NARIÑO,52520,FRANCISCO PIZARRO,52520013,SAN PEDRO DEL VINO (FRANCISCO PIZARRO - NARIÑO),2023,11,8320,3540,39.9,Jueves,11/09/2023 04:00:00 PM,10.46
52,NARIÑO,52390,LA TOLA,52390013,AMARALES (LA TOLA - NARIÑO),2023,11,9367,2482,47.9,Miércoles,11/01/2023 07:00:00 PM,9.13
52,NARIÑO,52390,LA TOLA,52390003,LA VIGIA DE LA MAR (LA TOLA - NARIÑO),2023,11,7620,2512,40.32,Martes,11/28/2023 11:45:00 AM,10.26
52,NARIÑO,52390,LA TOLA,52390009,MULATOS (LA TOLA - NARIÑO),2023,11,4232,3311,29.82,Jueves,11/02/2023 03:15:00 PM,7.43
52,NARIÑO,52490,OLAYA HERRERA,52490913,BOCA DE PRIETA (OLAYA HERRERA - NARIÑO),2023,11,2976,777,16.75,Domingo,11/26/2023 08:15:00 PM,7.54
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835055,BOCAS DE CURAY (SAN ANDRÉS DE TUMACO - NARIÑO),2023,11,6741,2487,57.6,Sábado,11/18/2023 07:00:00 PM,5.3
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835217,SAN JUAN DE LA COSTA (SAN ANDRÉS DE TUMACO - NARIÑO),2023,11,17238,6393,121.6,Jueves,11/16/2023 07:15:00 PM,6.38
52,NARIÑO,52696,SANTA BÁRBARA,52696014,LA ENSENADA (SANTA BÁRBARA - NARIÑO),2023,11,3302,3764,22.18,Jueves,11/30/2023 07:15:00 PM,5.53
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA),2023,11,91399,35244,224.05,Miércoles,11/15/2023 07:45:00 PM,20.02
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA),2023,11,6585,2190,34.62,Sábado,11/11/2023 12:00:00 PM,8.15
97,VAUPÉS,97161,CARURÚ,97161000,CARURÚ (CARURÚ - VAUPÉS),2023,11,25424,8828,104.72,Miércoles,11/08/2023 04:30:00 PM,10.54
97,VAUPÉS,97001,MITÚ,97001000,MITÚ (MITÚ - VAUPÉS),2023,11,1521725,394293,3174.5,Miércoles,11/01/2023 12:00:00 PM,24
97,VAUPÉS,97666,TARAIRA,97666000,TARAIRA (TARAIRA - VAUPÉS),2023,11,34057,10156,139.83,Martes,11/14/2023 12:30:00 PM,10.5
99,VICHADA,99001,PUERTO CARREÑO,99001000,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2023,11,2213972,667830,5151.52,Miércoles,11/01/2023 01:45:00 PM,23.59
91,AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2023,11,4207398,1099716,8286.53,Viernes,11/17/2023 03:15:00 PM,24
19,CAUCA,19418,LÓPEZ DE MICAY,19418012,SAN ANTONIO DE CHUARE (LÓPEZ DE MICAY - CAUCA),2023,10,5157,1442,47.52,Viernes,10/13/2023 07:00:00 PM,4.23
19,CAUCA,19418,LÓPEZ DE MICAY,19418015,SAN ISIDRO (LÓPEZ DE MICAY - CAUCA),2023,10,963,543,7.9,Sábado,10/07/2023 07:15:00 PM,4.59
19,CAUCA,19418,LÓPEZ DE MICAY,19418019,ZARAGOZA (LÓPEZ DE MICAY - CAUCA),2023,10,11867,4348,63.71,Martes,10/03/2023 07:30:00 PM,9.02
19,CAUCA,19809,TIMBIQUÍ,19809014,CHACON (TIMBIQUÍ - CAUCA),2023,10,4173,1126,24.88,Miércoles,10/11/2023 07:30:00 PM,7
19,CAUCA,19809,TIMBIQUÍ,19809010,COMUNIDAD DE CHETE (TIMBIQUÍ - CAUCA),2023,10,4718,1837,29.25,Martes,10/31/2023 07:45:00 AM,6.21
19,CAUCA,19809,TIMBIQUÍ,19809003,COTEJE (TIMBIQUÍ - CAUCA),2023,10,6391,4618,30.4,Jueves,10/19/2023 06:30:00 PM,8.13
19,CAUCA,19809,TIMBIQUÍ,19809026,LOS BRAZOS (TIMBIQUÍ - CAUCA),2023,10,1184,509,35.09,Domingo,10/15/2023 08:00:00 PM,1.18
19,CAUCA,19809,TIMBIQUÍ,19809023,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2023,10,36433,12356,183.04,Sábado,10/14/2023 07:30:00 PM,8.11
19,CAUCA,19809,TIMBIQUÍ,19809007,SAN JOSE (TIMBIQUÍ - CAUCA),2023,10,6085,4542,33.43,Sábado,10/14/2023 07:30:00 PM,7.15
19,CAUCA,19809,TIMBIQUÍ,19809009,SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA),2023,10,2538,1245,24.14,Martes,10/17/2023 07:30:00 PM,4.23
27,CHOCÓ,27006,ACANDÍ,27006000,ACANDÍ (ACANDÍ - CHOCÓ),2023,10,680242,209846,1568.16,Martes,10/03/2023 06:00:00 PM,19.54
27,CHOCÓ,27006,ACANDÍ,27006007,SAN FRANCISCO (ACANDÍ - CHOCÓ),2023,10,16326,7518,79.44,Viernes,10/20/2023 08:30:00 PM,9.01
27,CHOCÓ,27025,ALTO BAUDO,27025000,CIUDAD BAUDO - PIE DE PATO (ALTO BAUDO - CHOCÓ),2023,10,52904,18617,165,Martes,10/03/2023 06:00:00 PM,23.31
27,CHOCÓ,27075,BAHÍA SOLANO,27075000,CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ),2023,10,519925,227459,1265,Viernes,10/06/2023 02:30:00 PM,22.12
27,CHOCÓ,27075,BAHÍA SOLANO,27075001,CUPICA (BAHÍA SOLANO - CHOCÓ),2023,10,50118,19327,117.06,Viernes,10/13/2023 07:00:00 PM,23.58
27,CHOCÓ,27075,BAHÍA SOLANO,27075002,EL VALLE (BAHÍA SOLANO - CHOCÓ),2023,10,187874,70470,366.43,Jueves,10/12/2023 07:15:00 PM,23.46
27,CHOCÓ,27077,BAJO BAUDÓ,27077008,ORPUA (BAJO BAUDÓ - CHOCÓ),2023,10,1055,577,6.88,Sábado,10/21/2023 01:15:00 PM,9
27,CHOCÓ,27077,BAJO BAUDÓ,27077000,PIZARRO (BAJO BAUDÓ - CHOCÓ),2023,10,194991,83607,523.78,Miércoles,10/18/2023 07:45:00 PM,18.17
27,CHOCÓ,27077,BAJO BAUDÓ,27077016,SIVIRU (BAJO BAUDÓ - CHOCÓ),2023,10,9200,3435,42.44,Miércoles,10/18/2023 06:45:00 PM,10.15
27,CHOCÓ,27077,BAJO BAUDÓ,27077019,VIRUDO (BAJO BAUDÓ - CHOCÓ),2023,10,6933,3136,30.74,Jueves,10/26/2023 03:45:00 AM,9.18
27,CHOCÓ,27099,BOJAYÁ,27099005,NAPIPI (BOJAYÁ - CHOCÓ),2023,10,11342,3850,64,Viernes,10/27/2023 06:00:00 PM,7.26
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,27250000,SANTA GENOVEVA DE DOCORDO (EL LITORAL DEL SAN JUAN - CHOCÓ),2023,10,86493,46728,221.1,Miércoles,10/18/2023 06:30:00 PM,17.02
27,CHOCÓ,27372,JURADO,27372000,JURADO (JURADO - CHOCÓ),2023,10,163692,59810,432.64,Jueves,10/19/2023 07:00:00 PM,20
27,CHOCÓ,27425,MEDIO ATRATO,27425000,BETE (MEDIO ATRATO - CHOCÓ),2023,10,15509,10252,52,Martes,10/03/2023 07:15:00 PM,13.04
27,CHOCÓ,27425,MEDIO ATRATO,27425008,SAN ROQUE (MEDIO ATRATO - CHOCÓ),2023,10,428,179,15.6,Martes,10/31/2023 08:00:00 PM,1.04
27,CHOCÓ,27495,NUQUÍ,27495011,COMUNIDAD DE PUERTO JAGUA (NUQUÍ - CHOCÓ),2023,10,924,418,5.81,Jueves,10/05/2023 08:45:00 PM,7.33
27,CHOCÓ,27001,QUIBDÓ,27001029,TAGACHI (QUIBDÓ - CHOCÓ),2023,10,6265,2407,46.87,Domingo,10/22/2023 07:45:00 PM,5.58
27,CHOCÓ,27800,UNGUÍA,27800001,BALBOA (UNGUÍA - CHOCÓ),2023,10,26681,9993,99.77,Sábado,10/14/2023 06:30:00 PM,12.01
27,CHOCÓ,27800,UNGUÍA,27800005,TITUMATE (UNGUÍA - CHOCÓ),2023,10,16500,4101,94.69,Domingo,10/01/2023 08:15:00 PM,8.06
27,CHOCÓ,27800,UNGUÍA,27800000,UNGUÍA (UNGUÍA - CHOCÓ),2023,10,442694,147903,1059.17,Jueves,10/05/2023 08:15:00 PM,20.35
94,GUAINÍA,94343,BARRANCO MINAS,94343000,BARRANCO MINAS (BARRANCO MINAS - GUAINÍA),2023,10,87969,25794,229.13,Jueves,10/05/2023 06:15:00 PM,16.19
94,GUAINÍA,94001,INÍRIDA,94001000,INÍRIDA (INÍRIDA - GUAINÍA),2023,10,2339693,709953,4495.04,Miércoles,10/04/2023 02:30:00 PM,24
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES (MIRAFLORES - GUAVIARE),2023,10,96608,30631,224.4,Lunes,10/30/2023 06:00:00 PM,18.42
47,MAGDALENA,47189,CIÉNAGA,47189018,PALMOR (CIÉNAGA - MAGDALENA),2023,10,99100,40555,196.42,Martes,10/17/2023 06:30:00 PM,22.11
50,META,50325,MAPIRIPAN,50325000,MAPIRIPAN (MAPIRIPAN - META),2023,10,190143,71194,387.2,Miércoles,10/04/2023 06:15:00 PM,23.49
52,NARIÑO,52250,EL CHARCO,52250016,ALTERON - URIBE URIBE (EL CHARCO - NARIÑO),2023,10,913,553,9.12,Domingo,10/22/2023 09:45:00 PM,4.24
52,NARIÑO,52250,EL CHARCO,52250023,BAZAN (EL CHARCO - NARIÑO),2023,10,19613,7928,105.6,Jueves,10/05/2023 07:30:00 PM,7.26
52,NARIÑO,52250,EL CHARCO,52250003,BOLIVAR - SAN PEDRO (EL CHARCO - NARIÑO),2023,10,3797,3522,26.62,Viernes,10/06/2023 07:45:00 PM,5.52
52,NARIÑO,52250,EL CHARCO,52250022,EL CUIL PUEBLO NUEVO (EL CHARCO - NARIÑO),2023,10,6344,2942,30.02,Lunes,10/30/2023 06:00:00 PM,8.12
52,NARIÑO,52250,EL CHARCO,52250005,LAS MERCEDES (EL CHARCO - NARIÑO),2023,10,1070,485,9.79,Jueves,10/26/2023 08:45:00 PM,4.44
52,NARIÑO,52250,EL CHARCO,52250007,SAN JOSE DEL TAPAJE (EL CHARCO - NARIÑO),2023,10,12740,3764,64,Martes,10/03/2023 06:45:00 PM,8.45
52,NARIÑO,52520,FRANCISCO PIZARRO,52520013,SAN PEDRO DEL VINO (FRANCISCO PIZARRO - NARIÑO),2023,10,7951,3326,39.01,Sábado,10/28/2023 08:30:00 PM,9.24
52,NARIÑO,52390,LA TOLA,52390013,AMARALES (LA TOLA - NARIÑO),2023,10,10913,3105,49.18,Jueves,10/12/2023 07:45:00 PM,10.27
52,NARIÑO,52390,LA TOLA,52390003,LA VIGIA DE LA MAR (LA TOLA - NARIÑO),2023,10,6524,2264,39.8,Viernes,10/20/2023 11:45:00 AM,8.33
52,NARIÑO,52490,OLAYA HERRERA,52490913,BOCA DE PRIETA (OLAYA HERRERA - NARIÑO),2023,10,2414,737,14.95,Miércoles,10/11/2023 06:45:00 PM,6.3
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835055,BOCAS DE CURAY (SAN ANDRÉS DE TUMACO - NARIÑO),2023,10,6246,2240,52.8,Viernes,10/13/2023 07:00:00 PM,5.03
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835217,SAN JUAN DE LA COSTA (SAN ANDRÉS DE TUMACO - NARIÑO),2023,10,20498,7896,118.4,Lunes,10/23/2023 07:00:00 PM,8.07
52,NARIÑO,52696,SANTA BÁRBARA,52696014,LA ENSENADA (SANTA BÁRBARA - NARIÑO),2023,10,3957,4599,22.14,Jueves,10/19/2023 07:15:00 PM,7
52,NARIÑO,52696,SANTA BÁRBARA,52696022,SECADERO (SANTA BÁRBARA - NARIÑO),2023,10,2696,1682,13.32,Lunes,10/09/2023 08:30:00 PM,8.12
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA),2023,10,94241,35266,206.62,Miércoles,10/18/2023 08:30:00 PM,21.16
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA),2023,10,6812,2883,32.96,Martes,10/03/2023 07:15:00 PM,8.17
97,VAUPÉS,97161,CARURÚ,97161000,CARURÚ (CARURÚ - VAUPÉS),2023,10,29005,12318,110,Viernes,10/27/2023 07:45:00 PM,12.11
97,VAUPÉS,97001,MITÚ,97001000,MITÚ (MITÚ - VAUPÉS),2023,10,1623070,425131,3320.18,Martes,10/31/2023 12:00:00 PM,24
97,VAUPÉS,97666,TARAIRA,97666000,TARAIRA (TARAIRA - VAUPÉS),2023,10,39320,12123,143.97,Miércoles,10/04/2023 12:45:00 PM,11.23
99,VICHADA,99001,PUERTO CARREÑO,99001000,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2023,10,2719493,827162,5245.68,Lunes,10/09/2023 02:15:00 PM,23.53
91,AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2023,10,4511293,1194835,8682.61,Martes,10/03/2023 03:00:00 PM,24
91,AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2023,09,4243039,1148150,8592.46,jueves,09/07/2023 03:00:00 PM,24
91,AMAZONAS,91798,TARAPACÁ (ANM),91798000,TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS),2023,09,30097,13757,126.71,miércoles,09/06/2023 03:15:00 PM,10.15
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873002,VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA),2023,09,5685,837,56.26,jueves,09/07/2023 09:00:00 PM,6.18
